english_name,chinese_name
"YAUMATEI YANG MEMORIAL METHODIST PRE-SCHOOL","油麻地循道衛理楊震幼兒學校"
"YAUMATI CATHOLIC PRIMARY SCHOOL","油蔴地天主教小學"
"YAUMATI CATHOLIC PRIMARY SCHOOL (HOI WANG ROAD)","油蔴地天主教小學(海泓道)"
"YAUMATI KAIFONG ASSOCIATION SCHOOL","油蔴地街坊會學校"
"YEW CHUNG CHILDREN'S HOUSE (SOMERSET ROAD)","耀中幼稚園（森麻實道）"
"YEW CHUNG INTERNATIONAL CHILDREN'S HOUSE (KENT ROAD)","耀中國際幼稚園（根德道）"
"YEW CHUNG INTERNATIONAL CHILDREN'S HOUSE (WATERLOO ROAD)","耀中國際幼稚園（窩打老道）"
"YEW CHUNG INTERNATIONAL KINDERGARTEN (TSEUNG KWAN O)","耀中國際幼稚園(將軍澳)"
"YEW CHUNG INTERNATIONAL SCHOOL","耀中國際學校"
"YEW CHUNG INTERNATIONAL SCHOOL - SECONDARY","耀中國際學校（中學）"
"YING WA COLLEGE","英華書院"
"YING WA GIRLS' SCHOOL","英華女學校"
"YING WA PRIMARY SCHOOL","英華小學"
"YIU TUNG BAPTIST KINDERGARTEN","耀東浸信會幼稚園"
"YIU WING ANGLO-CHINESE KINDERGARTEN","耀榮中英文幼稚園"
"YMCA CHRISTIAN ACADEMY","中華基督教青年會基雋小學"
"YMCA OF HONG KONG CHRISTIAN COLLEGE","港青基信書院"
"YMCA OF HONG KONG CHRISTIAN INTERNATIONAL KINDERGARTEN","港青基信國際幼稚園"
"YMCA OF HONG KONG CHRISTIAN KINDERGARTEN (KAI CHING)","港青基信幼稚園（啟晴）"
"YMCA OF HONG KONG CHRISTIAN NURSERY SCHOOL (FARM ROAD)","港青基信幼兒學校（農圃道）"
"YORK ENGLISH PRE-SCHOOL","約克英語幼稚園"
"YORK ENGLISH PRIMARY SCHOOL & KINDERGARTEN (KOWLOON TONG)","約克英文小學暨幼稚園(九龍塘)"
"YORK INTERNATIONAL KINDERGARTEN","約克國際幼稚園"
"YORK INTERNATIONAL PRE-SCHOOL","約克國際幼稚園"
"YORK INTERNATIONAL PRE-SCHOOL (TUEN MUN)","約克國際幼稚園 (屯門)"
"YORK INTERNATIONAL PRE-SCHOOL (WETLAND)","約克國際學前班（濕地）"
"YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (MEI FOO)","約克蒙特梭利國際幼稚園（美孚）"
"YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (TSEUNG KWAN O)","約克蒙特梭利國際學前班 (將軍澳)"
"YORK MONTESSORI INTERNATIONAL PRE-SCHOOL (YUEN LONG)","約克蒙特梭利國際幼兒學校 (元朗)"
"YU CHUN KEUNG MEMORIAL COLLEGE","余振強紀念中學"
"YU CHUN KEUNG MEMORIAL COLLEGE NO. 2","余振強紀念第二中學"
"YUEN KONG KINDERGARTEN","元岡幼稚園"
"YUEN LONG CATHOLIC SECONDARY SCHOOL","元朗天主教中學"
"YUEN LONG CHURCH (CCC) CHAN KWONG NO. 2 KINDERGARTEN","中華基督教會元朗堂真光幼稚園二校"
"YUEN LONG CHURCH (CHURCH OF CHRIST IN CHINA) CHAN KWONG KINDERGARTEN","中華基督教會元朗堂真光幼稚園"
"YUEN LONG CHURCH (CHURCH OF CHRIST IN CHINA) CHOW SUNG CHU OI NURSERY SCHOOL","中華基督教會元朗堂周宋主愛幼稚園"
"YUEN LONG CHURCH (CHURCH OF CHRIST IN CHINA) LONG PING ESTATE CHAN KWONG KINDERGARTEN","中華基督教會元朗堂朗屏邨真光幼稚園"
"YUEN LONG GOVERNMENT PRIMARY SCHOOL","元朗官立小學"
"YUEN LONG LONG PING ESTATE TUNG KOON PRIMARY SCHOOL","元朗朗屏邨東莞學校"
"YUEN LONG LONG PING ESTATE WAI CHOW SCHOOL","元朗朗屏邨惠州學校"
"YUEN LONG LUTHERAN LIFE KINDERGARTEN","元朗信義會生命幼稚園"
"YUEN LONG MERCHANTS ASSOCIATION KINDERGARTEN","元朗商會幼稚園"
"YUEN LONG MERCHANTS ASSOCIATION PRIMARY SCHOOL","元朗商會小學"
"YUEN LONG MERCHANTS ASSOCIATION SECONDARY SCHOOL","元朗商會中學"
"YUEN LONG PO KOK PRIMARY SCHOOL","元朗寶覺小學"
"YUEN LONG PUBLIC MIDDLE SCHOOL ALUMNI ASSOCIATION LAU LEUNG SHEUNG MEMORIAL KINDERGARTEN","元朗公立中學校友會劉良驤紀念幼稚園"
"YUEN LONG PUBLIC MIDDLE SCHOOL ALUMNI ASSOCIATION PRIMARY SCHOOL","元朗公立中學校友會小學"
"YUEN LONG PUBLIC MIDDLE SCHOOL ALUMNI ASSOCIATION TANG SIU TONG SECONDARY SCHOOL","元朗公立中學校友會鄧兆棠中學"
"YUEN LONG PUBLIC MIDDLE SCHOOL ALUMNI ASSOCIATION TANG YING YIP PRIMARY SCHOOL","元朗公立中學校友會鄧英業小學"
"YUEN LONG PUBLIC SECONDARY SCHOOL","元朗公立中學"
"YUEN LONG RHENISH NURSERY","禮賢會元朗幼稚園"
"YUEN LONG SAM YUK KINDERGARTEN","元朗三育幼稚園"
"YUEN LONG TUNG KOON DISTRICT ASSOCIATION HUNG TING KA KINDERGARTEN","元朗東莞同鄉會熊定嘉幼稚園"
"YUEN YUEN KINDERGARTEN (PING TIN ESTATE)","圓玄幼稚園(平田邨)"
"YUEN YUEN KINDERGARTEN (TIN YAT ESTATE)","圓玄幼稚園(天逸邨)"
"YUK YIN SCHOOL","育賢學校"
"ZEBEDEE INTERNATIONAL PRESCHOOL","思百德國際幼稚園"
"ZENITH ENGLISH PRIMARY SCHOOL","英藝英文小學"
"ZENITH KINDERGARTEN","英藝幼稚園"
"ZENITH KINDERGARTEN (SHATIN)","英藝幼稚園(沙田)"
"ZENITH KINDERGARTEN (SHERWOOD)","英藝幼稚園(賞湖)"
"ZENITH KINDERGARTEN (SIU HONG)","英藝幼稚園(兆康)"
"ZENITH KINDERGARTEN (TSEUNG KWAN O)","英藝幼稚園(將軍澳)"
"ZION LUTHERAN KINDERGARTEN","路德會錫安堂幼稚園"
